source1_entity_id	true_entity_id	true_source	normalized_name_s1	normalized_name_true	normalized_address_s1	normalized_address_true	country_s1	country_true	name_similarity	address_similarity	digit_similarity	candidate_missing_reason	failed_strategy
S1-222806068	S3-661189176	S3	maa products private limited	maa products private limited enterprises	number 89 2nd floor jr plaza cmc road senjai karaikudi sivaganga tamil nadu		india	india	0.823529	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-222806068	S3-546864144	S3	maa products private limited	maa products private	number 89 2nd floor jr plaza cmc road senjai karaikudi sivaganga tamil nadu		india	india	0.833333	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-206894799	S2-984757330	S2	dynamic exports private limited	ಡೈನಾಮಿಕ್ ಎಕ್ಸ್ ಪೋರ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	56 saint thomos school road industrial suburb vishweshwara nagar mysore karnataka	56 vishweshwara nagar mysore ಕರ್ನಾಟಕ	india	india	0.083333	0.495726	1.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-206894799	S3-611476936	S3	dynamic exports private limited	dynamic exooceps private limited	56 saint thomos school road industrial suburb vishweshwara nagar mysore karnataka	h number 0056 vishweshwara nagar mysore ಕರ್ನಾಟಕ	india	india	0.888889	0.453125	0.0	address_digit_variation	address_similarity|exact_address_blocking
S1-202909837	S2-193023352	S2	sevue family office incorporated	incorporated sevue family óffice	baltimore md 2102 patapsco avenue	2102 patapsco avenue po box 9248 baltimore md	us	us	0.5625	0.512821	0.5	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-202909837	S2-726265291	S2	sevue family office incorporated	sevue family	baltimore md 2102 patapsco avenue	2102 patapsco avenue po box 9248 baltimore md	us	us	0.545455	0.512821	0.5	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-84172548	S3-632715238	S3	prime food private limited	ಪ್ರೈಮ್ ಫುಡ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	number 14 13th cross gante s gopal building opposite to kandhya bhavan cubbonpet bangalore karnataka	number 14 bangalore ka	india	india	0.109091	0.360656	0.5	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-98065022	S3-698900166	S3	care consultants	careconsultants com	survey number 29 plot number 2 b h navjivan way bridge himatnagar sabarkantha gujarat	29 himatnagar null gj	india	india	0.857143	0.339623	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-332238776	S3-330125422	S3	ashoka india private limited	private ashoka india limited	10 ishan bunglows near parl villa bunglow village shilaj taluka daskroi ahmedabad gujarat	10 bopal gj	india	india	0.714286	0.22	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-332238776	S3-407698529	S3	ashoka india private limited	ashoka iraohha private limited	10 ishan bunglows near parl villa bunglow village shilaj taluka daskroi ahmedabad gujarat	10 bopal gj	india	india	0.862069	0.22	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-786170207	S3-44389023	S3	matti valverde dds llc	orbijaxdelta	1712 21st street redmond or	1712 twenyt first street redmnd oregon	us	us	0.235294	0.738462	0.5	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-946221985	S2-833081173	S2	valley investments llc	valley invsetmest llc	35 clark road bourne ma	35 clark road sagamor beach ma	us	us	0.790698	0.716981	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-188302195	S3-383757478	S3	signature state lp	incorporated signature state	804 35th street baltimore md	804 35th saint baltimore maryland	us	us	0.652174	0.786885	1.0	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-611979795	S2-3495097	S2	basf india marketing private limited	private basf india mgardting limited	2nd floor site 6 number 42 2 munnekolala varthur hobli bangalore karnataka	h number 2nd floor bangalore karnataka	india	india	0.722222	0.517857	0.333333	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-467800339	S2-797035971	S2	raj projects private limited	ರಾಜ್ ಪ್ರಾಜೆಕ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	tower a 5th floor mis deeta construction pvt ltd number 51 deverabisanahalli innov8 mantri commercio bangalore karnataka bangalore south	innov 8 mantri commercio bangalore south bangalore ಕರ್ನಾಟಕ	india	india	0.095238	0.474227	0.333333	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-599145787	S2-499470964	S2	samagra electronics private limited	samagra electronics ptibvte limited	11th main road btm layout 1st stage bangalore south bangalore number 65 karnataka		india	india	0.942857	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-8813651	S2-794077082	S2	high industries private limited	हाई इंडस्ट्रीज प्राइवेट लिमिटेड	42 333 sant tukaram nagar pimpri pune maharashtra	4 2 333 sant tukaram nagar pimpri pune महाराष्ट्र	india	india	0.096774	0.77551	0.25	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-908551239	S2-788299668	S2	sun solutions private limited	सन सॉल्यूशंस प्राइवेट लिमिटेड	f number 403 sudha nill aptt new p p colony patliputra patna bihar	patna f number 40 patna bihar	india	india	0.103448	0.484211	0.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-908551239	S2-225415982	S2	sun solutions private limited	सन सॉल्यूशंस प्राइवेट लिमिटेड	f number 403 sudha nill aptt new p p colony patliputra patna bihar	f number 40 patna bihar	india	india	0.103448	0.516854	0.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-908551239	S3-719062371	S3	sun solutions private limited	सन सॉल्यूशंस प्राइवेट लिमिटेड	f number 403 sudha nill aptt new p p colony patliputra patna bihar	बिहार patna f number 403	india	india	0.103448	0.266667	1.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-556312606	S3-997464294	S3	behavioral health clinic of upper pottsgrove township llc	healthclinicbehavioralcom	217 stone hill drive upper pottsgrove township pa	pottstown 217 b stone hill dr pennsylvania	us	us	0.292683	0.527473	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-622374625	S3-446634745	S3	om estate private limited	om estate private	gujara mala pune maharashtra ap shirur tal shirur pune		india	india	0.809524	0.0	1.0	missing_address_field	exact_address_blocking|address_similarity
S1-622374625	S3-726746553	S3	om estate private limited	ओम एस्टेट प्राइवेट लिमिटेड	gujara mala pune maharashtra ap shirur tal shirur pune	gujara mala pune nimone mh	india	india	0.117647	0.5	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-215335896	S2-45923142	S2	north investment private limited	नॉर्थ इन्वेस्टमेंट प्राइवेट लिमिटेड	office number 102 pentagon tower p4 magarpatta pune city pune maharashtra	pune city maharashtra pune plot 81 office number 102	india	india	0.089552	0.272	0.333333	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-591079835	S3-375990442	S3	foot ankle all clinic llc	foot ankle all	528 mae street fl 1 medford or		us	us	0.717949	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-252242682	S2-84842746	S2	aggie e nagle l c s w	aggieenagle com	11900 54th avenue plymouth mn	54nd avenue minneaplis mn	us	us	0.722222	0.555556	0.5	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-681392030	S3-340243016	S3	care institute of technology	care institute óf technology	west bengal howrah 229 kolkata netaji subhas chandra bose road vishnu enclave 3rd floor flat number 3a kolkata	229 kolkata wb	india	india	0.964286	0.209677	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-892015074	S3-240411148	S3	new food	new food company	sy number 802 806 807 beeramguda ramachandrapuram medak telangana	plot 388 sy number 802 806 807 beeramguda hyderabad city region medak తెలంగాణ	india	india	0.666667	0.633803	0.75	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-892015074	S3-817353302	S3	new food	న్యూ ఫుడ్	sy number 802 806 807 beeramguda ramachandrapuram medak telangana	hyderabad city region medak 806 807 beeramguda తెలంగాణ plot 388 sy number 802	india	india	0.117647	0.380282	0.75	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-892015074	S3-247125004	S3	new food	new food company	sy number 802 806 807 beeramguda ramachandrapuram medak telangana	plot 388 sy number 802 806 807 beeramguda hyderabad city region medak తెలంగాణ	india	india	0.666667	0.633803	0.75	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-760816941	S3-452171887	S3	rishika company	m s rishika com	s 553 554 school block shakarpur new delhi delhi	block g 648 s 553 554 school block null दिल्ली shakarpur	india	india	0.733333	0.615385	0.666667	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-514423627	S3-967570233	S3	valley coalition	valley c0alition district	9628 laurel lane fl 1 scottsdale az	laurel ln scottsdale arizona	us	us	0.731707	0.730159	0.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-20306842	S2-969480238	S2	om power private limited	ಓಂ ಪವರ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	bangalore 10 1 bangalore 560 052 karnataka ground floor lakshminarayana complex palace road	10 1 bangalore 560 052 bangalore karnataka	india	india	0.122449	0.481203	1.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-95503899	S2-950137390	S2	unique investment limited	यूनिक इन्वेस्टमेंट लिमिटेड	h number 1152 kashiprayag bumglow champa nagari jail road dasak nasik road nashik maharashtra	h number 1152 nashik maharashtra	india	india	0.078431	0.512	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-95503899	S2-816744928	S2	unique investment limited	यूनिक इन्वेस्टमेंट लिमिटेड	h number 1152 kashiprayag bumglow champa nagari jail road dasak nasik road nashik maharashtra	number 1152 nashik maharashtra	india	india	0.078431	0.487805	1.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-713599256	S3-871190873	S3	infrastructure sai finvest limited	infrastructure sai limited partners	23 n w a club roadpunjabi bagh new delhi delhi		india	india	0.753623	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-912858680	S2-861080628	S2	apex systems private limited	एपेक्स सिस्टम्स प्रा लि	302 3rd fl sr number 48 13 3 vijaylaxmi prestige rahatani kalewadi link road rahatani pune maharashtra	pune 302 maharashtra	india	india	0.117647	0.262295	0.25	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-912858680	S3-419436439	S3	apex systems private limited	एपेक्स सिस्टम्स प्रा लि	302 3rd fl sr number 48 13 3 vijaylaxmi prestige rahatani kalewadi link road rahatani pune maharashtra	302 pune महाराष्ट्र	india	india	0.117647	0.14876	0.25	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-780331711	S3-5305839	S3	orthopedic associates llc	orthopedic associates l l c	7380 westlake terrace bethesda md		us	us	0.961538	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-414922041	S3-954183520	S3	vision logistics private limited	vision private limited center	delhi f f gali number 11 main market garhi h number 100 new delhi south delhi	h number 100 new delhi dl south delhi	india	india	0.721311	0.596491	0.5	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-738128949	S2-270745434	S2	black products private limited	ब्लैक प्रोडक्ट्स प्रा लि	c 304 wing 3rd floor interface heights chs l off link road malad west behind infini ty mall mumbai mumbai city maharashtra	महाराष्ट्र mumbai city plot 898 1 c 304 wing 3rd floor interface heights chs l off link road mumbai	india	india	0.111111	0.588235	0.5	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-995742594	S3-379801108	S3	jo ann avants multimedia incorporated	jo avants ann 6311830671	108 sudbury lane unit apartment b amherst ny	sudbury ln apartment b buffalo new york	us	us	0.393443	0.650602	0.0	name_token_order_variation	name_similarity|exact_name_blocking
S1-609758235	S3-479735972	S3	real constructions private limited	real cgrsoucions private limited	number 1 1st floor sri sai layout panthanur dinne bangalore north bangalore karnataka	number 1 9 bangalore north bengaluru rural ka	india	india	0.878788	0.538462	0.5	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-305403960	S2-771841018	S2	urban food private limited	अर्बन फूड प्राइवेट लिमिटेड	5 east avas vikas colony betiahata gorakhpur uttar pradesh	5 east avas vikas colony betiahata civil lines उत्तर प्रदेश	india	india	0.115385	0.649573	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-339374417	S3-242628819	S3	yd services private limited	ydservices com	22 957 swasthi thanapadom sariga club road thanapadom kakkanad ernakulam kerala	22 957 ernakulam kl	india	india	0.585366	0.387755	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-339374417	S3-571457223	S3	yd services private limited	yd private services limited	22 957 swasthi thanapadom sariga club road thanapadom kakkanad ernakulam kerala	22 957 ernakulam കേരളം	india	india	0.703704	0.336634	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-499566732	S2-902678067	S2	mool system private limited	mool system	shop number 10 ballour road civil court bahadurgarh jhajjar haryana		india	india	0.578947	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-863881054	S3-773798608	S3	rnd india enterprise private limited	rnd india enterprise private	ahmedabad gujarat 101 ahmedabad f f sumatinath complex opp kothawala appartments paldi	block e 103 101 ahmedabad ગુજરાત	india	india	0.875	0.288136	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-117866925	S3-265609575	S3	ho hernandez nichols	hohernandez com	105 cherokee drive thomasville nc	105 d cherokee dr north carolina thomasville	us	us	0.8	0.727273	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-466794996	S2-528462830	S2	maglione suh hess incorporated	maglione suh	houston 12319 laneview drive tx	laneview dr houston cdp tx	us	us	0.571429	0.491228	0.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-385823757	S2-208238888	S2	suniti services private limited	sunitiservices	32 ezrz street 6th floor kolkata howrah west bengal	west bengal number 32 ezrz street 6th floor kolkata kolkata	india	india	0.622222	0.672727	1.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-380580331	S2-683490987	S2	aditika sports private limited	private aditika spórts limited	plot number 59 d g f k h number 419 western green farm n h 8 near shiv murti delhi south west delhi delhi	59 d delhi south west delhi delhi	india	india	0.7	0.478261	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-440550738	S3-768617499	S3	shr polymers limited	shr limited center	plot number 159 khasra number 307 viddya vihar colony dayaram purwa juggour chinhat lucknow uttar pradesh	door number 159 lucknow up	india	india	0.578947	0.351145	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-282737265	S2-702587893	S2	community committee pllc	community committee p l l c	1435 allen lane conover nc		us	us	0.941176	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-97581850	S3-60652506	S3	green exports private limited	ग्रीन एक्सपोर्ट्स प्राइवेट लिमिटेड	b 3 b 71c janakpuri new delhi west delhi delhi	b 3 new delhi west delhi dl	india	india	0.095238	0.739726	0.5	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-486296456	S2-440266189	S2	asset building fellowship	asset building services	1510 beaumont street sheppard afb tx		us	us	0.708333	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-743857557	S3-933289917	S3	doreen terrell allied broadband	solorbi	240 summer street franklin ma	240 summer street pmb 1986 franklin massachusetts	us	us	0.157895	0.74359	0.5	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-42596820	S3-810444824	S3	lakshmi construction private limited	लक्ष्मी कंस्ट्रक्शन private limited	b 11 c 2 malviya nagar ind area jaipur rajasthan	jaipur b 011 c 2 ind area rj	india	india	0.478873	0.5	0.333333	name_abbreviation_or_suffix_variation	name_similarity|exact_name_blocking
S1-42596820	S3-878149194	S3	lakshmi construction private limited	lakshmi construction limited services	b 11 c 2 malviya nagar ind area jaipur rajasthan	b 011 c 2 ind area jaipur rj	india	india	0.767123	0.710526	0.333333	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-506296494	S2-757441199	S2	pinnacle public	nylaarcsol	4400 culver road irondequoit ny	4400 culver road rochester ny	us	us	0.32	0.8	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-410304151	S2-854789573	S2	interstate health alliance incorporated	interstate health alliance ínc	1138 main street bldg acushnet fire department fire station 2 acushnet ma	1138 mani street acushnet ma	us	us	0.84058	0.534653	0.5	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-975229569	S3-603710587	S3	better software services llc	quoriza	8 knollridge road asheville nc	knollridge road candler north carolina	us	us	0.114286	0.647059	0.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-942110962	S2-552679478	S2	allied dental associates	a1lied dental associates incorporated	13305 319th avenue arlington az	13026 319st avenue arlington cdp az	us	us	0.754098	0.848485	0.333333	near_match_outside_top_k	name_similarity|address_similarity
S1-862053862	S2-463433426	S2	universal company	synvera	85 vindhya commercial complex sector 11 cbd belapur navi mumbai navi mumbai mumbai city maharashtra	85 3 null mumbai city navi mumbai maharashtra	india	india	0.416667	0.5	0.333333	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-296658329	S3-412850205	S3	mother sons	mother enterprises	karhal chauraha main road sirsaganj firozabad uttar pradesh		india	india	0.62069	0.0	1.0	missing_address_field	exact_address_blocking|address_similarity
S1-686329764	S3-137574715	S3	heritage trust	heritage trust incorporated	182 jackson street unit unit b rialto ca	jackson street riato california	us	us	0.682927	0.647887	0.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-940275488	S2-310553268	S2	vee technologies private limited	veetechnologiesprivate com	flat number 6004 5 sector d pocket 68 vasant kunj new delhi delhi	6004 5 sector d pocket 68 vasant kunj delhi	india	india	0.827586	0.796296	1.0	near_match_outside_top_k	name_similarity|address_similarity
S1-940275488	S3-722267195	S3	vee technologies private limited	vee technologies	flat number 6004 5 sector d pocket 68 vasant kunj new delhi delhi	6004 5 new delhi दिल्ली	india	india	0.666667	0.386364	0.666667	address_digit_variation	address_similarity|exact_address_blocking
S1-987010400	S2-140661931	S2	sunrise consulting private limited	सनराइज कंसल्टिंग प्रा लि	a 3 shreepal complex near aradhana cinema thane maharashtra	a 3 mumbai thane महाराष्ट्र	india	india	0.103448	0.302326	1.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
